2.4 4.8 -253.11905516
2.4 5.0 -253.12622512
2.4 5.2 -253.12925568
2.4 5.4 -253.12960685
2.4 5.6 -253.12923348

2.5 4.8 -253.14869420
2.5 5.0 -253.15428846
2.5 5.2 -253.15632171
2.5 5.4 -253.15578443
2.5 5.6 -253.15372052

2.6 4.8 -253.16090155
2.6 5.0 -253.16446030
2.6 5.2 -253.16558616
2.6 5.4 -253.16439256
2.6 5.6 -253.16173811

2.7 4.8 -253.16290146
2.7 5.0 -253.16324386
2.7 5.2 -253.16323551
2.7 5.4 -253.16160160
2.7 5.6 -253.15849862

2.8 4.8 -253.15912169
2.8 5.0 -253.15645445
2.8 5.2 -253.15403143
2.8 5.4 -253.15164773
2.8 5.6 -253.14835775

